season,mnth,holiday,workingday,temp,hum,windspeed,cnt
4,9,0,1,0.62,0.53,0.2239,360
1,2,0,1,0.32,0.76,0.0896,45
1,3,0,1,0.2,0.4,0.0,53
1,1,0,1,0.26,0.33,0.3284,46
3,7,0,1,0.72,0.84,0.1045,117
1,3,0,1,0.44,0.82,0.0,662
2,5,0,1,0.66,0.74,0.1045,212
4,12,0,1,0.46,0.59,0.4925,157
4,10,0,0,0.34,0.87,0.0,46
3,9,0,0,0.58,1.0,0.1343,37
3,7,0,1,0.88,0.28,0.1045,331
4,11,0,1,0.34,0.46,0.2537,123
4,12,0,1,0.46,0.88,0.2985,16
3,6,0,1,0.76,0.45,0.2985,270
2,5,0,1,0.66,0.69,0.1045,217
1,12,0,0,0.32,0.66,0.0896,26
3,7,0,1,0.74,0.79,0.1642,57
3,8,0,0,0.78,0.43,0.3582,469
1,1,0,0,0.14,0.93,0.0,8
1,12,0,1,0.26,0.52,0.2836,257
3,8,0,1,0.7,0.65,0.2836,105
4,10,0,1,0.5,0.77,0.0896,499
2,5,0,0,0.64,0.73,0.2537,177
1,2,0,1,0.24,0.7,0.1642,253
2,5,0,1,0.6,0.88,0.0,16
4,10,0,1,0.52,0.88,0.1343,5
1,3,0,1,0.52,0.68,0.1045,164
3,7,0,1,0.92,0.35,0.3582,194
3,7,0,1,0.66,0.89,0.2537,68
4,10,0,0,0.44,0.62,0.194,23
1,3,0,1,0.44,0.62,0.3284,46
4,12,0,0,0.36,1.0,0.0896,51
2,5,0,0,0.46,0.82,0.0,100
2,6,0,1,0.62,0.46,0.2239,134
4,12,0,1,0.4,0.47,0.1343,207
4,10,0,1,0.3,0.87,0.2239,124
4,11,0,1,0.28,0.56,0.2985,178
4,10,0,1,0.58,0.94,0.3582,69
3,7,0,1,0.82,0.52,0.2836,365
3,8,0,0,0.72,0.84,0.1045,136
1,3,0,1,0.24,0.65,0.2239,25
4,11,0,0,0.34,0.81,0.0,48
3,7,0,1,0.66,0.89,0.194,360
2,6,0,0,0.56,0.68,0.1642,274
1,3,0,1,0.44,0.54,0.2985,253
3,7,0,1,0.84,0.49,0.194,159
3,9,0,1,0.7,0.84,0.194,9
3,7,0,1,0.66,0.83,0.1343,42
3,7,0,1,0.76,0.62,0.1343,144
1,12,0,1,0.22,0.44,0.1343,70
3,8,0,1,0.78,0.62,0.4627,270
3,8,0,1,0.66,0.69,0.2836,6
3,7,0,0,0.76,0.55,0.0896,113
4,10,0,1,0.56,0.83,0.1343,10
3,7,1,0,0.76,0.55,0.0896,349
2,5,0,0,0.56,0.52,0.0,130
1,12,0,0,0.26,0.44,0.5821,31
1,3,0,0,0.44,0.94,0.0,69
3,8,0,1,0.64,0.73,0.0,8
3,8,0,1,0.68,0.83,0.0896,6
4,10,0,1,0.4,0.82,0.0,138
1,12,0,0,0.26,0.44,0.4179,20
3,9,0,0,0.58,0.73,0.1642,133
1,12,0,1,0.3,0.49,0.1343,250
2,4,0,0,0.36,0.76,0.0896,125
4,12,0,1,0.2,0.69,0.0,9
2,4,0,1,0.44,0.72,0.1045,684
4,11,0,1,0.4,0.82,0.0,17
1,2,0,1,0.3,0.52,0.2239,172
4,12,0,1,0.38,0.94,0.1045,4
2,4,0,1,0.44,0.38,0.194,192
2,3,0,1,0.52,0.83,0.0896,6
3,6,0,1,0.72,0.54,0.0,170
3,8,0,0,0.74,0.7,0.2537,87
1,2,0,1,0.4,0.76,0.2239,272
1,2,0,1,0.28,0.65,0.0896,43
3,6,0,1,0.72,0.45,0.3881,221
1,3,0,1,0.26,0.7,0.3582,3
1,1,0,0,0.2,0.34,0.2836,224
3,9,0,1,0.56,0.88,0.1642,30
3,9,0,0,0.74,0.62,0.1045,168
3,6,0,0,0.74,0.4,0.1642,443
2,4,0,1,0.42,0.82,0.2836,103
3,7,0,1,0.9,0.42,0.3582,148
4,10,0,1,0.52,0.48,0.1642,332
4,12,0,1,0.4,0.54,0.2836,236
1,2,0,1,0.16,0.86,0.1343,444
2,6,0,1,0.62,0.46,0.2239,130
1,2,0,1,0.4,0.82,0.0,19
2,4,0,1,0.52,0.88,0.2836,314
2,4,0,1,0.56,0.22,0.0896,380
1,1,0,1,0.46,0.63,0.1642,495
4,11,0,1,0.38,0.94,0.1642,7
1,2,0,1,0.24,0.81,0.1343,108
2,4,1,0,0.4,0.76,0.0,18
1,2,0,0,0.34,0.29,0.3582,59
2,3,0,1,0.36,0.4,0.2836,30
2,4,0,1,0.46,0.47,0.0896,39
3,7,0,1,0.86,0.36,0.3582,537
3,7,0,1,0.86,0.5,0.194,152
3,9,0,1,0.5,0.63,0.0896,229
2,6,0,1,0.6,0.56,0.1642,297
1,1,0,1,0.28,0.81,0.0896,239
1,2,0,1,0.56,0.64,0.2985,87
1,2,0,1,0.34,0.71,0.0896,139
4,10,0,0,0.46,0.59,0.4179,25
4,9,0,0,0.66,0.78,0.0,353
1,2,0,0,0.46,0.38,0.2985,246
3,8,0,1,0.72,0.66,0.4925,110
2,5,0,1,0.46,0.44,0.1642,31
2,5,0,1,0.64,0.69,0.2239,181
4,10,0,0,0.54,0.83,0.2985,84
1,3,0,1,0.2,0.69,0.1045,10
2,5,0,0,0.52,0.83,0.1642,191
2,4,0,1,0.5,0.39,0.2836,34
2,4,0,0,0.36,0.43,0.1642,57
3,8,0,1,0.74,0.51,0.2836,878
3,9,0,0,0.66,0.94,0.2239,11
2,5,0,1,0.42,0.67,0.2537,396
3,6,0,1,0.72,0.58,0.2239,164
2,3,0,1,0.34,0.42,0.0,83
3,7,0,1,0.66,0.69,0.2239,8
1,12,0,0,0.26,0.41,0.4179,136
2,5,0,1,0.64,0.73,0.1642,286
2,4,0,0,0.34,1.0,0.1642,19
1,2,0,0,0.3,0.39,0.4179,135
1,2,0,1,0.2,0.86,0.0,10
1,1,0,0,0.42,0.41,0.2239,241
1,1,0,1,0.14,0.59,0.4179,20
3,7,0,0,0.74,0.45,0.2985,433
3,9,0,1,0.66,0.5,0.1642,254
4,12,0,1,0.3,0.65,0.0,118
3,8,0,1,0.7,0.34,0.1045,186
1,3,0,0,0.42,1.0,0.4478,5
2,4,0,0,0.54,0.3,0.3582,343
3,8,0,1,0.72,0.62,0.2239,230
1,2,0,1,0.3,0.26,0.2537,84
3,8,0,1,0.76,0.48,0.1343,316
3,8,0,1,0.6,0.78,0.1343,161
4,11,0,1,0.56,0.64,0.0896,108
3,9,0,1,0.42,0.67,0.2239,409
3,8,0,1,0.62,0.83,0.1343,107
3,7,0,1,0.8,0.63,0.3582,141
4,11,0,0,0.26,0.65,0.1343,9
1,1,0,1,0.36,0.71,0.0,172
3,7,0,1,0.8,0.38,0.1343,374
4,11,0,0,0.28,0.38,0.4478,170
2,3,0,1,0.58,0.78,0.0896,298
1,2,0,1,0.4,0.43,0.2537,430
4,11,0,1,0.32,0.66,0.1343,20
4,12,0,1,0.14,0.93,0.1045,21
2,4,0,1,0.56,0.22,0.1642,181
2,4,0,1,0.38,0.66,0.2239,80
1,2,0,1,0.42,0.5,0.1642,56
2,4,0,1,0.36,0.57,0.3284,589
3,9,0,1,0.56,0.94,0.0,22
2,5,0,1,0.58,0.78,0.194,228
4,11,0,1,0.26,0.65,0.1045,131
1,2,0,1,0.6,0.43,0.194,176
4,9,0,1,0.42,0.77,0.1343,14
1,3,0,0,0.24,0.7,0.194,23
3,7,0,1,0.74,0.66,0.1045,47
4,11,0,1,0.36,0.57,0.4627,66
2,5,0,1,0.7,0.74,0.2836,453
1,2,0,1,0.36,0.81,0.2239,326
2,4,0,1,0.54,0.28,0.5821,281
4,11,0,0,0.3,0.52,0.2836,79
1,2,0,1,0.24,0.7,0.2537,90
4,12,0,0,0.22,0.75,0.0896,26
4,11,0,0,0.34,0.49,0.2537,46
2,5,0,1,0.62,0.69,0.1343,218
2,3,0,0,0.4,0.76,0.1343,313
1,1,0,1,0.32,0.93,0.2239,8
1,12,0,1,0.24,0.6,0.1343,213
4,10,0,0,0.38,0.87,0.1343,79
3,6,0,1,0.6,0.88,0.1343,115
3,9,0,1,0.56,0.64,0.194,274
4,11,0,1,0.52,0.39,0.2239,272
4,10,0,1,0.5,0.82,0.0,331
2,6,0,1,0.7,0.58,0.194,170
3,7,0,1,0.9,0.35,0.3582,276
1,1,0,1,0.18,0.93,0.1045,30
3,8,0,0,0.64,0.83,0.2239,105
2,5,0,1,0.6,0.88,0.1642,30
2,6,0,1,0.7,0.34,0.2537,200
1,2,0,1,0.3,0.87,0.0,34
2,5,0,1,0.6,0.78,0.2537,279
4,12,0,1,0.5,1.0,0.194,45
2,4,0,1,0.46,0.28,0.3881,282
3,7,0,1,0.76,0.62,0.0,46
2,4,0,1,0.7,0.3,0.4478,95
2,3,0,1,0.46,0.38,0.2985,335
2,6,0,1,0.58,0.68,0.194,219
1,12,0,1,0.32,0.57,0.2537,43
3,7,0,0,0.74,0.66,0.2239,70
2,4,0,1,0.5,0.31,0.3284,224
1,12,0,0,0.24,0.75,0.0896,3
3,7,0,0,0.82,0.46,0.2985,174
2,4,0,1,0.5,0.51,0.0896,104
4,11,0,0,0.26,0.81,0.0,29
1,3,0,1,0.38,0.46,0.194,194
2,4,0,1,0.38,0.66,0.2836,1
4,12,0,1,0.34,0.66,0.1642,154
2,4,0,1,0.26,0.93,0.194,7
1,3,0,0,0.3,0.52,0.3284,66
2,5,0,0,0.62,0.61,0.1045,227
2,3,0,1,0.34,0.49,0.0,55
1,1,0,1,0.3,0.42,0.0,84
3,7,0,1,0.8,0.31,0.2239,138
1,3,0,0,0.3,0.36,0.2537,51
2,6,0,1,0.7,0.42,0.2537,393
3,8,0,1,0.86,0.39,0.2836,164
2,6,0,1,0.72,0.32,0.1343,607
2,4,0,1,0.62,0.5,0.0896,13
4,11,0,1,0.38,0.87,0.0,23
3,8,0,1,0.64,0.69,0.0,6
1,1,0,0,0.32,0.36,0.2836,83
4,10,0,1,0.56,0.68,0.2537,387
4,12,0,0,0.2,0.59,0.1642,12
3,8,0,1,0.8,0.41,0.194,176
3,7,0,1,0.84,0.53,0.0,339
2,5,0,1,0.7,0.74,0.2239,358
1,1,0,1,0.34,0.81,0.1045,119
1,1,0,1,0.3,1.0,0.0896,2
1,2,0,0,0.3,0.52,0.2537,119
2,4,0,1,0.68,0.22,0.3582,370
3,8,0,1,0.72,0.51,0.0896,673
3,6,0,0,0.64,0.89,0.0,61
1,2,0,1,0.16,0.34,0.3881,69
1,12,0,1,0.36,0.66,0.1045,11
4,11,0,1,0.26,0.75,0.3284,232
2,5,0,0,0.72,0.45,0.2537,506
4,10,0,0,0.46,0.82,0.0,45
3,9,0,1,0.68,0.62,0.1642,129
1,12,0,1,0.5,0.88,0.2537,105
1,3,0,1,0.26,0.48,0.0896,10
3,8,0,1,0.7,0.84,0.0,7
1,1,0,0,0.18,0.51,0.1642,28
4,12,0,1,0.42,0.54,0.0896,432
1,1,0,0,0.18,0.4,0.1343,70
3,7,0,1,0.64,0.83,0.3881,251
2,5,0,1,0.46,0.88,0.2537,81
2,6,0,1,0.56,0.6,0.2239,11
1,3,0,1,0.46,0.63,0.3881,11
1,1,0,0,0.04,0.41,0.2537,40
3,7,0,1,0.72,0.7,0.1343,6
1,1,0,1,0.14,0.39,0.5821,136
4,11,0,1,0.46,0.94,0.1045,5
1,3,0,0,0.3,0.52,0.2985,5
4,12,0,0,0.42,0.82,0.1343,51
1,1,0,0,0.18,0.37,0.3881,62
1,2,0,1,0.26,0.65,0.0,12
3,8,0,0,0.66,0.89,0.194,24
2,4,0,1,0.6,0.73,0.2985,104
3,8,0,0,0.7,0.61,0.0,135
2,6,0,1,0.6,0.56,0.2985,243
3,7,0,1,0.76,0.7,0.2985,241
3,6,0,1,0.66,0.74,0.2239,485
1,1,0,1,0.34,0.87,0.2239,9
3,9,0,0,0.74,0.55,0.2239,480
2,5,0,1,0.54,0.28,0.4478,154
1,2,0,1,0.34,0.76,0.0,53
2,5,0,1,0.56,0.88,0.1045,324
3,8,0,1,0.72,0.62,0.0,3
1,1,0,1,0.44,0.51,0.5522,267
3,8,0,0,0.7,0.79,0.2537,138
3,8,0,1,0.84,0.26,0.2985,584
4,10,0,1,0.56,0.73,0.0,31
1,1,0,1,0.28,0.48,0.2239,212
1,1,0,0,0.16,0.74,0.1045,9
2,4,0,0,0.34,0.46,0.1343,5
2,6,0,0,0.72,0.37,0.1045,542
2,5,0,1,0.5,0.59,0.4627,361
2,5,0,0,0.6,0.38,0.194,342
2,5,0,1,0.52,0.83,0.1642,20
1,3,0,0,0.4,0.58,0.1045,86
2,6,0,0,0.72,0.62,0.0,150
1,2,0,1,0.24,0.41,0.1045,69
1,2,0,1,0.22,0.8,0.2836,4
2,4,0,1,0.56,0.21,0.2985,203
4,10,0,0,0.26,0.87,0.0,37
2,6,0,1,0.62,0.88,0.1642,3
3,6,0,1,0.74,0.7,0.1642,145
3,9,0,1,0.74,0.58,0.2239,212
1,3,0,1,0.32,0.61,0.2537,107
2,5,1,0,0.7,0.61,0.0,263
1,1,0,1,0.02,0.44,0.1343,315
4,10,0,0,0.6,0.43,0.2537,760
1,1,0,0,0.22,0.47,0.1642,8
4,11,0,0,0.5,0.34,0.2537,285
4,11,0,1,0.4,0.94,0.0,149
2,5,0,1,0.44,0.54,0.194,4
2,4,0,0,0.5,0.63,0.1045,46
2,6,0,0,0.62,0.41,0.2537,679
4,12,0,1,0.46,1.0,0.1642,3
4,10,0,1,0.58,0.83,0.1045,260
1,12,0,1,0.36,0.66,0.2537,73
1,1,0,0,0.26,0.93,0.1343,2
2,5,0,0,0.58,0.4,0.2239,354
3,8,0,0,0.8,0.59,0.4179,310
1,1,0,1,0.1,0.54,0.0,17
2,6,0,1,0.58,0.73,0.1642,112
1,2,0,1,0.44,0.72,0.2239,8
1,1,0,1,0.38,0.58,0.3881,104
4,12,0,0,0.4,0.82,0.194,89
1,1,0,1,0.28,0.36,0.1642,70
3,6,0,1,0.72,0.79,0.1642,219
1,1,0,0,0.18,0.64,0.1343,64
2,4,0,0,0.5,0.59,0.1642,134
3,8,0,1,0.62,0.61,0.0,143
1,2,0,0,0.24,0.81,0.1343,157
3,7,0,0,0.74,0.62,0.0,381
1,2,0,1,0.5,0.55,0.194,140
2,4,0,1,0.32,0.76,0.194,89
3,6,0,0,0.72,0.45,0.2537,307
4,10,0,1,0.4,0.76,0.0,120
1,2,0,1,0.2,0.4,0.4478,12
1,2,0,0,0.36,0.43,0.194,369
3,9,0,1,0.54,0.83,0.3881,89
3,9,0,1,0.5,0.77,0.0896,7
4,12,0,0,0.28,0.45,0.3582,237
2,4,0,1,0.32,0.87,0.2239,47
4,12,0,1,0.28,0.61,0.0896,139
1,1,0,1,0.32,0.49,0.4179,59
3,8,0,0,0.7,0.84,0.3284,114
4,10,0,1,0.6,0.73,0.3881,168
4,10,0,1,0.34,0.61,0.2239,143
4,12,0,1,0.22,0.55,0.2836,71
1,3,0,1,0.4,0.76,0.1642,151
4,12,0,1,0.32,0.87,0.0,2
2,5,0,1,0.46,0.44,0.2836,184
4,11,0,1,0.42,0.38,0.1343,267
3,9,0,1,0.62,0.5,0.2836,210
3,8,0,0,0.7,0.84,0.3284,120
4,11,0,1,0.34,0.49,0.2836,559
3,8,0,1,0.76,0.66,0.194,627
1,1,1,0,0.18,0.47,0.1343,80
3,7,0,1,0.82,0.3,0.2836,169
2,5,0,1,0.5,0.88,0.1343,11
2,4,0,0,0.52,0.34,0.3881,361
1,1,0,0,0.58,0.37,0.2985,449
2,4,0,1,0.34,0.53,0.2239,16
3,8,0,0,0.64,0.89,0.194,16
1,2,0,1,0.34,0.87,0.1343,353
2,5,0,1,0.64,0.78,0.0896,189
1,2,0,0,0.32,0.29,0.6567,258
1,12,0,0,0.28,0.56,0.4925,60
4,10,0,1,0.56,0.52,0.1343,568
1,12,1,0,0.22,0.93,0.1343,3
2,6,0,1,0.6,0.83,0.0,250
2,6,0,1,0.68,0.26,0.2836,391
2,6,0,1,0.62,0.33,0.2537,161
1,3,0,1,0.26,0.41,0.1045,138
3,7,0,1,0.92,0.4,0.2985,161
2,6,0,1,0.54,0.83,0.2239,250
4,10,0,1,0.54,0.88,0.2537,112
4,11,0,1,0.36,0.57,0.2239,75
4,11,0,0,0.36,0.66,0.194,71
3,7,0,1,0.72,0.58,0.1045,327
4,12,0,1,0.22,0.55,0.2836,429
2,4,0,1,0.7,0.54,0.3582,239
3,9,0,1,0.7,0.79,0.0,646
3,9,0,1,0.58,0.78,0.0896,25
2,3,0,1,0.44,0.54,0.2537,164
1,1,0,1,0.28,0.75,0.1642,7
3,7,0,1,0.84,0.32,0.2985,182
2,6,0,1,0.6,0.83,0.2537,16
2,5,0,1,0.58,0.88,0.2985,40
2,4,0,1,0.32,0.93,0.2537,62
1,2,0,1,0.42,0.35,0.2985,266
4,12,0,1,0.2,0.8,0.0,2
1,12,0,1,0.26,0.56,0.1045,130
4,10,0,1,0.6,0.94,0.194,515
3,8,0,1,0.8,0.55,0.2836,479
3,6,0,0,0.64,0.57,0.2239,29
2,5,0,0,0.52,0.83,0.2239,17
4,10,0,0,0.48,0.59,0.4925,491
2,4,0,1,0.34,0.46,0.3284,281
1,3,0,0,0.42,0.35,0.2239,108
3,6,0,1,0.9,0.47,0.194,363
3,9,0,1,0.7,0.84,0.1045,9
2,6,0,0,0.6,0.46,0.0896,125
2,6,0,1,0.62,0.69,0.1343,4
4,11,0,1,0.34,0.61,0.2836,168
2,3,0,1,0.42,0.2,0.0,305
4,10,0,0,0.5,0.45,0.194,359
1,2,0,0,0.34,0.46,0.194,137
1,2,0,1,0.14,0.39,0.3582,45
3,9,0,1,0.54,0.94,0.2239,13
1,3,0,1,0.46,0.72,0.4627,301
1,1,0,1,0.26,0.33,0.3284,79
1,1,0,0,0.14,0.5,0.1045,81
2,4,0,1,0.52,0.32,0.4478,356
3,7,0,1,0.74,0.55,0.0896,331
1,3,0,1,0.24,0.35,0.3284,78
3,9,0,1,0.74,0.74,0.2537,268
1,2,0,1,0.12,0.54,0.0896,2
4,10,0,1,0.66,0.74,0.2239,276
3,8,0,0,0.7,0.74,0.1642,208
1,3,0,0,0.44,0.33,0.2836,154
2,5,0,1,0.46,0.88,0.2239,3
4,9,0,1,0.56,0.88,0.1045,12
2,3,0,1,0.52,0.83,0.0896,41
3,7,0,1,0.74,0.42,0.2537,433
4,11,0,1,0.48,0.41,0.1045,357
4,10,0,1,0.4,0.76,0.1642,412
3,9,0,1,0.56,0.94,0.0,81
1,1,0,0,0.12,0.54,0.2836,17
2,4,0,1,0.54,0.73,0.3284,5
1,2,0,1,0.28,0.56,0.2985,4
2,5,0,0,0.66,0.36,0.194,615
3,9,1,0,0.74,0.74,0.2239,359
1,2,0,1,0.18,0.8,0.1045,277
4,10,0,1,0.54,0.64,0.2836,124
2,6,0,1,0.64,0.44,0.3582,396
2,6,0,1,0.74,0.28,0.3881,165
4,10,0,0,0.44,0.88,0.0,21
3,7,0,1,0.74,0.74,0.0,438
2,5,0,1,0.46,0.55,0.1045,64
2,5,0,1,0.72,0.48,0.1045,274
4,10,0,1,0.54,0.83,0.1642,311
4,12,0,0,0.3,0.87,0.0,293
4,9,0,1,0.6,0.46,0.2985,218
4,10,0,1,0.46,0.67,0.194,170
2,4,0,0,0.36,0.71,0.194,84
2,4,0,1,0.54,0.64,0.2537,471
4,11,0,1,0.4,0.4,0.4179,306
4,10,0,1,0.58,0.64,0.0,785
1,1,0,0,0.18,0.74,0.2836,47
3,7,0,1,0.8,0.75,0.2239,309
3,7,0,1,0.78,0.7,0.2239,169
2,4,0,1,0.44,0.62,0.1045,215
3,7,0,1,0.76,0.75,0.1045,13
4,10,0,0,0.36,0.93,0.2985,47
3,9,0,1,0.54,0.68,0.0,66
4,11,0,0,0.26,0.56,0.2537,92
4,12,0,0,0.44,0.77,0.194,96
3,6,0,0,0.88,0.32,0.1343,362
4,10,0,0,0.3,0.65,0.1642,11
4,11,0,1,0.34,0.61,0.1343,166
3,9,0,0,0.6,0.83,0.1045,207
2,5,1,0,0.66,0.89,0.1045,94
1,1,0,1,0.18,0.47,0.2537,78
1,2,0,0,0.28,0.56,0.1045,66
1,1,0,0,0.26,0.56,0.1642,2
4,11,0,1,0.46,0.77,0.2836,16
3,9,0,0,0.46,0.77,0.2239,79
3,7,0,1,0.72,0.54,0.0,299
4,10,0,1,0.52,0.94,0.1343,5
3,7,0,1,0.84,0.71,0.2239,237
3,6,0,1,0.82,0.46,0.0,167
4,12,0,0,0.38,0.94,0.0,170
2,4,0,1,0.44,0.41,0.2537,134
3,7,0,1,0.72,0.7,0.1642,162
4,11,0,1,0.3,0.75,0.3881,94
1,2,0,1,0.44,0.44,0.2537,90
4,11,0,1,0.34,0.53,0.4179,327
3,9,0,1,0.6,0.53,0.2985,361
1,1,0,0,0.32,0.57,0.1045,20
2,6,0,1,0.9,0.42,0.0,136
2,3,0,1,0.24,0.93,0.2537,27
2,4,0,1,0.74,0.23,0.6119,366
1,1,0,1,0.24,0.65,0.194,119
4,10,0,1,0.54,0.56,0.3284,37
2,4,0,1,0.56,0.3,0.0,337
4,11,0,1,0.36,0.29,0.2537,325
2,3,0,1,0.22,0.44,0.1642,2
2,5,1,0,0.86,0.41,0.2239,304
2,4,0,1,0.42,0.47,0.2985,162
2,5,0,1,0.54,0.9,0.1343,33
3,8,0,0,0.72,0.79,0.2537,19
3,9,0,1,0.62,0.83,0.1642,429
1,2,0,1,0.2,0.47,0.194,5
3,9,0,1,0.5,0.77,0.1642,8
2,4,0,1,0.44,0.24,0.194,5
3,6,0,0,0.72,0.42,0.1642,421
2,4,0,0,0.38,0.46,0.0,12
3,7,0,0,0.66,0.74,0.0896,25
3,8,0,1,0.74,0.66,0.1045,381
3,8,0,0,0.72,0.79,0.1642,87
1,12,0,1,0.22,0.69,0.2836,11
1,12,0,0,0.24,0.52,0.4627,33
1,3,0,1,0.18,0.51,0.1045,102
2,3,0,1,0.52,0.83,0.0896,7
3,7,0,1,0.78,0.52,0.2239,820
1,12,0,0,0.38,0.62,0.1343,38
1,2,1,0,0.42,0.26,0.2985,8
3,6,0,0,0.64,0.69,0.1045,71
1,3,0,1,0.46,0.77,0.2537,286
1,1,0,1,0.16,0.93,0.1045,29
4,9,0,0,0.6,0.4,0.2537,750
4,12,0,0,0.4,0.87,0.1642,547
4,10,0,0,0.44,0.62,0.1045,236
3,8,0,1,0.72,0.7,0.1045,288
1,1,0,1,0.18,0.93,0.1642,195
4,11,0,1,0.22,0.64,0.0,7
1,1,0,1,0.2,0.4,0.2537,50
4,11,0,1,0.42,0.38,0.1045,296
3,7,0,1,0.7,0.74,0.2239,25
1,3,0,1,0.34,0.76,0.2537,188
4,11,0,1,0.22,0.64,0.0896,16
3,7,0,1,0.74,0.62,0.3582,614
2,4,0,0,0.42,0.67,0.2239,31
1,2,0,0,0.32,0.49,0.2537,94
2,3,0,1,0.34,0.49,0.2985,3
2,6,0,1,0.72,0.51,0.2836,438
4,9,0,1,0.68,0.61,0.2239,316
3,8,0,1,0.78,0.55,0.0896,285
2,4,0,1,0.24,0.7,0.1045,13
1,3,0,1,0.34,0.29,0.4627,71
2,6,0,1,0.56,0.83,0.194,221
1,3,0,1,0.3,0.93,0.1045,31
4,12,0,0,0.26,0.35,0.0,288
2,3,0,1,0.5,0.42,0.1045,307
2,5,0,1,0.6,0.43,0.194,195
1,1,0,1,0.36,0.93,0.1343,89
2,6,0,0,0.64,0.83,0.1045,93
3,6,0,1,0.76,0.27,0.4478,791
4,10,0,1,0.4,0.82,0.1343,27
4,10,0,1,0.58,0.94,0.1343,24
2,5,0,1,0.5,1.0,0.0,257
2,6,0,1,0.72,0.79,0.0896,6
3,7,0,1,0.9,0.39,0.3284,607
4,10,0,1,0.58,0.83,0.1045,179
2,4,0,0,0.42,0.54,0.194,17
1,2,0,1,0.36,0.46,0.5224,213
3,9,0,1,0.6,0.88,0.1045,75
3,8,0,1,0.8,0.49,0.2836,297
4,12,0,0,0.28,0.45,0.194,138
3,8,0,0,0.74,0.66,0.3582,512
4,11,1,0,0.34,0.61,0.0,81
4,10,0,0,0.4,0.82,0.0,65
2,4,1,0,0.74,0.45,0.2985,263
3,6,0,1,0.62,0.41,0.3582,190
1,1,0,1,0.16,0.59,0.194,161
1,12,0,1,0.44,0.77,0.0,145
1,2,0,1,0.34,0.46,0.6567,45
4,10,0,1,0.42,0.58,0.1343,222
2,6,0,1,0.74,0.58,0.4478,222
4,11,0,1,0.38,0.4,0.1642,196
4,9,0,1,0.6,0.83,0.0,196
3,8,0,1,0.72,0.37,0.194,175
1,2,0,0,0.24,0.87,0.1343,14
3,8,0,1,0.8,0.52,0.0,313
3,8,0,1,0.66,0.83,0.0896,263
3,8,0,0,0.82,0.59,0.2836,374
2,6,0,0,0.56,0.56,0.1343,148
2,5,0,0,0.46,0.84,0.1045,178
2,6,0,1,0.72,0.7,0.2985,316
2,5,0,1,0.66,0.27,0.1642,868
4,12,0,1,0.26,0.56,0.2537,24
1,1,0,1,0.22,0.6,0.1045,19
1,1,0,1,0.42,0.41,0.194,177
2,5,0,0,0.68,0.65,0.3881,540
3,7,0,0,0.6,0.88,0.1642,214
1,1,0,1,0.22,0.75,0.0896,25
2,5,0,1,0.64,0.65,0.194,204
2,4,0,0,0.36,0.53,0.3582,148
1,2,0,1,0.46,0.47,0.2239,186
3,8,0,1,0.8,0.27,0.0,222
1,1,0,1,0.22,0.87,0.1642,4
1,1,0,1,0.02,0.41,0.1642,59
1,12,0,0,0.26,0.56,0.4179,28
3,8,0,0,0.86,0.41,0.3284,490
1,3,0,0,0.44,0.77,0.3284,70
3,8,0,1,0.76,0.4,0.0,360
2,5,0,0,0.66,0.5,0.0,493
2,4,0,0,0.44,0.24,0.2239,64
4,12,0,0,0.24,0.7,0.0896,6
3,8,0,1,0.6,0.88,0.1045,11
4,11,0,0,0.4,0.82,0.2985,42
3,9,0,0,0.82,0.52,0.5224,668
2,4,0,1,0.56,0.83,0.2985,96
4,10,0,1,0.44,0.62,0.2836,5
3,9,0,0,0.62,0.5,0.1642,481
3,7,0,1,0.76,0.45,0.2239,294
1,1,0,1,0.16,0.26,0.4478,65
1,1,0,1,0.14,0.43,0.2239,60
3,7,0,1,0.8,0.43,0.1045,201
4,12,0,1,0.18,0.74,0.0,2
2,4,0,0,0.38,0.82,0.3284,68
1,2,0,1,0.46,0.59,0.1343,31
4,11,0,1,0.52,0.36,0.194,310
4,9,0,1,0.62,0.94,0.0896,113
1,2,0,1,0.28,0.93,0.1045,1
1,3,0,1,0.5,0.45,0.2239,105
3,7,0,1,0.7,0.65,0.1343,2
1,1,0,0,0.34,0.57,0.2239,324
3,7,0,0,0.76,0.55,0.2836,391
3,9,0,1,0.54,0.94,0.3881,89
4,10,0,0,0.44,0.62,0.1045,282
4,10,0,1,0.46,0.88,0.2537,215
1,1,0,0,0.14,0.8,0.0,29
4,11,0,0,0.36,0.66,0.2537,74
3,7,0,0,0.66,0.83,0.1045,158
1,3,0,1,0.52,0.68,0.0,351
4,10,0,1,0.56,0.68,0.2985,513
4,12,0,1,0.34,0.49,0.0896,81
3,8,0,1,0.8,0.29,0.0,142
4,11,0,1,0.22,0.44,0.194,375
2,4,0,1,0.7,0.48,0.3881,145
2,5,0,1,0.56,0.37,0.0896,127
2,4,0,0,0.36,0.71,0.1642,3
1,1,0,1,0.28,0.75,0.0896,6
4,9,0,1,0.64,0.61,0.194,211
1,2,0,1,0.24,0.7,0.0896,20
3,6,0,1,0.6,0.35,0.3881,30
4,11,0,1,0.36,0.62,0.4179,24
1,1,0,1,0.26,0.75,0.194,1
2,3,0,1,0.7,0.45,0.1642,830
4,10,0,1,0.42,0.5,0.1343,11
3,6,0,0,0.64,0.83,0.0896,47
1,2,0,1,0.54,0.6,0.4627,83
